我的收藏,#genre#
中央10台,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000203503.m3u8?$全网超清1080P
中央10台,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226718/40417274.smil?$移动超清1080P
中央10台,http://117.148.179.174/PLTV/88888888/224/3221231666/index.m3u8?$咪咕移动1080P
中央11台,rtsp://183.252.176.54:554/PLTV/88888888/224/3221225996/10000100000000060000000002296743_0.smil?$移动超清1080P
中央11台,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000204103.m3u8?$全网超清1080P
中央11台,http://117.148.179.165/PLTV/88888888/224/3221231711/index.m3u8?$咪咕移动1080P
中央11台,http://39.135.138.59:18890/TVOD/88888910/224/3221225628/index.m3u8?$移动超清1080P
中央12台,http://111.20.106.13:6610/yinhe/2/ch00000090990000001289/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$移动超清1080P
中央12台,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000202603.m3u8?$全网超清1080P
中央12台,http://117.148.179.150:80/PLTV/88888888/224/3221231660/1.m3u8?$咪咕移动1080P
中央13台,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000204603.m3u8?$全网超清1080P
中央13台,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8?$移动蓝光1080P
中央13台,http://221.179.136.134:443/PLTV/88888888/224/3221226568/1.m3u8?$移动超清1080P
中央13台,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226104/10000100000000060000000002298296_0.smil?$移动超清1080P
中央14台,http://111.20.41.242:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8?$移动超清1080P
中央14台,http://111.20.106.13:6610/yinhe/2/ch00000090990000001292/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$移动超清1080P
中央14台,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000204403.m3u8?$全网超清1080P
中央14台,http://117.148.179.183/PLTV/88888888/224/3221231648/index.m3u8?$咪咕移动1080P
中央15台,rtsp://183.252.176.54:554/PLTV/88888888/224/3221225998/10000100000000060000000002296745_0.smil?$移动超清1080P
中央15台,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000205003.m3u8?$全网超清1080P
中央15台,http://117.148.179.169:80/PLTV/88888888/224/3221231693/index.m3u8?$咪咕移动1080P
中央16台,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8?$全网蓝光1080P
中央16台,http://39.135.138.58:18890/PLTV/88888888/224/3221226233/index.m3u8?$移动蓝光1080P
中央16台,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2012375003.m3u8?$全网超清1080P
中央17台,http://39.135.138.58:18890/PLTV/88888888/224/3221225907/index.m3u8?$移动超清1080P
中央17台,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225909/index.m3u8?$移动超清1080P
中央17台,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000204203.m3u8?$全网超清1080P
中央17台,http://117.148.179.167:80/PLTV/88888888/224/3221231772/1.m3u8?$咪咕移动1080P
CCTV5+赛事台,http://117.148.179.136/PLTV/88888888/224/3221231459/index.m3u8?$咪咕移动1080P
CCTV5+赛事台,http://111.63.117.13:6060/030000001000/G_CCTV-5PLUS/G_CCTV-5PLUS.m3u8?$移动超清1080P
CCTV5+赛事台,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226714/40417236.smil?$移动超清1080P
CCTV5+赛事台,http://39.134.18.82:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8?$移动超清1080P
CCTV4K超高清,https://p.ggiptv.com/v/4k.m3u8?$全网蓝光4K
CCTV4K超高清,http://ye23.win/iptv/4k.cctv.php?$全网蓝光4K
CCTV4K超高清,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233400/index.m3u8?$咪咕移动1080P
CCTV8K超高清,http://117.148.179.157:80/PLTV/88888888/224/3221233404/index.m3u8?$咪咕移动1080P
CCTV8K超高清,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233350/index.m3u8?$移咪咕动1080P
省级卫视,#genre#
北京卫视,http://pull.brtvcloud.com:80/brtv8kapptv/brtv8kappweishi.m3u8?$全网超清1080P
北京卫视,rtsp://221.203.83.35/PLTV/88888888/224/3221226469/10000100000000060000000000133834_0.smil?$联通超清1080P
北京卫视,http://39.134.65.175/PLTV/88888888/224/3221225678/index.m3u8?$移动蓝光1080P
北京卫视,http://111.20.41.249:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225796/1.m3u8?$移动超清1080P
北京卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226092/10000100000000060000000002296930_0.smil?$移动超清1080P
北京卫视,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000272103.m3u8?$全网超清1080P
北京卫视,http://117.148.179.168:80/PLTV/88888888/224/3221231732/index.m3u8?$咪咕移动1080P
上海卫视,http://39.134.193.100:6610/030000001001/dongfangstv/1.m3u8?$移动超清1080P
上海卫视,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000292403.m3u8?$全网超清1080P
上海卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226041/10000100000000060000000002296882_0.smil?$移动超清1080P
上海卫视,http://117.148.179.160:80/PLTV/88888888/224/3221231738/index.m3u8?$咪咕移动1080P
重庆卫视,http://111.20.106.13:6610/yinhe/2/ch00000090990000001297/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$移动超清1080P
重庆卫视,http://39.135.138.59:18890/TVOD/88888910/224/3221225734/index.m3u8?$移动超清1080P
重庆卫视,rtsp://221.203.83.35/PLTV/88888888/224/3221226644/10000100000000060000000000623270_0.smil?$联通超清1080P
重庆卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226753/45949735.smil?$移动超清1080P
天津卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225739/index.m3u8?$移动超清1080P
天津卫视,rtsp://221.203.83.35/PLTV/88888888/224/3221226509/10000100000000060000000000356893_0.smil?$联通超清1080P
新疆卫视,http://221.179.136.148:443/PLTV/88888888/224/3221226422/1.m3u8?$移动标清576P
浙江卫视,http://117.148.179.140:80/PLTV/88888888/224/3221229352/index.m3u8?$咪咕移动1080P
浙江卫视,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000295503.m3u8?$全网超清1080P
浙江卫视,http://111.40.196.25/PLTV/88888888/224/3221225523/index.m3u8?$移动高清720P
福建卫视,http://39.135.55.7:6610/PLTV/88888888/224/3221227156/index.m3u8?servicetype=1?$移动超清1080P
福建卫视,http://221.179.136.148:443/PLTV/88888888/224/3221226406/1.m3u8?$移动超清1080P
福建卫视,http://39.135.138.59:18890/TVOD/88888910/224/3221225657/index.m3u8?$移动超清1080P
福建卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226121/10000100000000060000000002358085_0.smil?$移动超清1080P
海峡卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226128/10000100000000060000000002434539_0.smil?$移动超清1080P
海峡卫视,http://39.135.55.7:6610/PLTV/88888888/224/3221227198/index.m3u8?servicetype=1?$移动超清1080P
厦门卫视,http://39.135.55.7:6610/PLTV/88888888/224/3221226781/index.m3u8?servicetype=1?$移动超清1080P
湖南卫视,http://117.148.179.148/PLTV/88888888/224/3221230824/index.m3u8?$咪咕移动1080P
湖南卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226082/10000100000000060000000002296924_0.smil?$移动超清1080P
湖南卫视,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000296203.m3u8?$全网超清1080P
湖南卫视,rtsp://221.203.83.35/PLTV/88888888/224/3221226467/10000100000000060000000000133832_0.smil?$联通超清1080P
湖南卫视,http://117.148.179.172:80/PLTV/88888888/224/3221231729/index.m3u8?$咪咕移动1080P
江苏卫视,http://221.179.136.134:443/PLTV/88888888/224/3221226242/1.m3u8?$移动超清1080P
江苏卫视,http://39.135.55.7:6610/PLTV/88888888/224/3221227160/index.m3u8?servicetype=1?$移动超清1080P
江苏卫视,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000295603.m3u8?$全网超清1080P
江苏卫视,http://117.148.179.175:80/PLTV/88888888/224/3221231447/index.m3u8?$咪咕移动1080P
江西卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225492/index.m3u8?fmt=ts2hls?$移动超清1080P
江西卫视,http://111.40.196.30/PLTV/88888888/224/3221225560/index.m3u8?$移动高清720P
云南卫视,http://39.135.55.7:6610/PLTV/88888888/224/3221227181/index.m3u8?servicetype=1?$移动超清1080P
贵州卫视,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000293303.m3u8?$全网超清1080P
贵州卫视,http://221.179.136.144:443/PLTV/88888888/224/3221226497/1.m3u8?$移动超清1080P
四川卫视,http://39.135.55.7:6610/PLTV/88888888/224/3221227182/index.m3u8?servicetype=1?$移动超清1080P
四川卫视,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000295003.m3u8?$全网超清1080P
安徽卫视,rtsp://221.203.83.35/PLTV/88888888/224/3221226535/10000100000000060000000000499232_0.smil?$联通超清1080P
安徽卫视,http://111.20.41.252:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226203/1.m3u8?$移动超清1080P
安徽卫视,http://39.135.55.7:6610/PLTV/88888888/224/3221227178/index.m3u8?servicetype=1?$移动超清1080P
安徽卫视,http://117.148.179.177:80/PLTV/88888888/224/3221230215/1.m3u8?$咪咕移动1080P
山东卫视,http://111.40.196.36/PLTV/88888888/224/3221225545/index.m3u8?$移动高清720P
山西卫视,http://liveflash.sxrtv.com:80/live/sxwshd.m3u8?$全网高清720P
甘肃卫视,http://39.136.48.58:8089/PLTV/88888888/224/3221226387/index.m3u8?$移动超清1080P
广东卫视,http://39.135.55.7:6610/PLTV/88888888/224/3221227164/index.m3u8?servicetype=1?$移动超清1080P
广东卫视,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000292703.m3u8?$全网超清1080P
广东卫视,http://cm.wshls.homecdn.com/live/1bd69.m3u8?$全网高清720P
广东卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226089/10000100000000060000000002296927_0.smil?$移动超清1080P
广东卫视,rtsp://221.203.83.35/PLTV/88888888/224/3221226525/10000100000000060000000000425466_0.smil?$联通超清1080P
广东卫视,http://117.148.179.141:80/PLTV/88888888/224/3221231891/1.m3u8?$咪咕移动1080P
广西卫视,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000294203.m3u8?$全网超清1080P
深圳卫视,http://221.179.136.136:443/PLTV/88888888/224/3221226245/1.m3u8?$移动超清1080P
深圳卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225700/index.m3u8?$移动超清1080P
深圳卫视,rtsp://221.203.83.35/PLTV/88888888/224/3221226472/10000100000000060000000000133821_0.smil?$联通超清1080P
深圳卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225700/index.m3u8?$移动蓝光1080P
湖北卫视,http://111.20.41.252:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226206/1.m3u8?$移动超清1080P
湖北卫视,http://117.148.179.142:80/PLTV/88888888/224/3221231888/index.m3u8?$咪咕移动1080P
河北卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226111/10000100000000060000000002310153_0.smil?$移动超清1080P
河北卫视,http://221.179.136.135:443/PLTV/88888888/224/3221226507/1.m3u8?$移动超清1080P
河南卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226076/10000100000000060000000002296917_0.smil?$移动超清1080P
河南卫视,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000296103.m3u8?$全网超清1080P
辽宁卫视,http://111.40.196.34/PLTV/88888888/224/3221225593/index.m3u8?$移动高清720P
辽宁卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225696/index.m3u8?$移动蓝光1080P
辽宁卫视,http://111.20.41.248:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226210/1.m3u8?$移动超清1080P
辽宁卫视,http://117.148.179.152:80/PLTV/88888888/224/3221231802/1.m3u8?$咪咕移动1080P
吉林卫视,http://39.134.65.177/PLTV/88888888/224/3221225872/1.m3u8?$移动蓝光1080P
吉林卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226792/48616745.smil?$移动超清1080P
黑龙江卫视,http://111.40.196.38/PLTV/88888888/224/3221225544/index.m3u8?$移动超清1080P
黑龙江卫视,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2000293903.m3u8?$全网超清1080P
黑龙江卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225736/index.m3u8?$移动蓝光1080P
黑龙江卫视,http://117.148.179.141:80/PLTV/88888888/224/3221231967/1.m3u8?$咪咕移动1080P
海南卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226048/10000100000000060000000002296889_0.smil?$移动超清1080P
陕西卫视,http://221.179.136.148:443/PLTV/88888888/224/3221226411/1.m3u8
兵团卫视,http://test5.btzx.com.cn/live/btxjbtws.stream/playlist.m3u8?$全网高清720P
南方卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221226203/index.m3u8?$移动标清576P
三沙卫视,http://pull2.ssws.tv/live/SswsTV20210803.m3u8?$全网高清720P
教育卫视,http://39.136.48.98:8089/PLTV/88888888/224/3221226049/index.m3u8?$移动超清1080P
地方频道,#genre#
北京 Ⅰ 北京影视,http://ivi.bupt.edu.cn/hls/btv4hd.m3u8
北京 Ⅰ 北京影视,http://ivi.bupt.edu.cn/hls/btv4.m3u8
北京 Ⅰ 北京文艺,http://ivi.bupt.edu.cn/hls/btv2hd.m3u8
北京 Ⅰ 北京文艺,http://ivi.bupt.edu.cn/hls/btv2.m3u8
北京 Ⅰ 北京新闻,http://ivi.bupt.edu.cn/hls/btv9hd.m3u8
北京 Ⅰ 北京新闻,http://ivi.bupt.edu.cn/hls/btv9.m3u8
北京 Ⅰ 北京冬奥,http://ivi.bupt.edu.cn/hls/btv11hd.m3u8
北京 Ⅰ 北京冬奥,http://39.134.115.163:8080/PLTV/88888910/224/3221225675/index.m3u8
北京 Ⅰ 北京卡酷,http://ivi.bupt.edu.cn/hls/btv10.m3u8
北京 Ⅰ 北京点掌财经,http://cclive.aniu.tv/live/anzb.m3u8
上海 Ⅰ 上海新闻综合,http://140.207.241.3:8080/live/program/live/xwzhhd/4000000/mnf.m3u8
上海 Ⅰ 上海新闻综合,http://183.207.255.190/live/program/live/xwzhhd/2300000/mnf.m3u8
上海 Ⅰ 上海都市,http://140.207.241.3:8080/live/program/live/ylpdhd/4000000/mnf.m3u8
上海 Ⅰ 上海都市,http://183.207.255.188/live/program/live/ylpdhd/4000000/mnf.m3u8
上海 Ⅰ 上海外语,http://140.207.241.3:8080/live/program/live/wypdhd/4000000/mnf.m3u8
上海 Ⅰ 上海外语,http://183.207.255.188/live/program/live/wypdhd/4000000/mnf.m3u8
上海 Ⅰ 上海外语,http://39.134.39.39/PLTV/88888888/224/3221226201/index.m3u8
上海 Ⅰ 上海外语,http://183.207.255.190/live/program/live/wypdhd/2300000/mnf.m3u8
上海 Ⅰ 上海教育,http://live.setv.sh.cn/slive/shedu02_1200k.m3u8
上海 Ⅰ 上海教育,http://live.setv.sh.cn/slive/shedu02_800k.m3u8
上海 Ⅰ 上海东方影视,http://39.134.39.39/PLTV/88888888/224/3221226189/index.m3u8
上海 Ⅰ 上海东方影视,http://183.207.255.188/live/program/live/dsjpdhd/4000000/mnf.m3u8
上海 Ⅰ 上海五星体育,http://39.134.39.39/PLTV/88888888/224/3221226178/index.m3u8
上海 Ⅰ 上海五星体育,http://183.207.255.188/live/program/live/ssty/4000000/mnf.m3u8
上海 Ⅰ 上海第一财经,http://39.134.39.39/PLTV/88888888/224/3221226172/index.m3u8
上海 Ⅰ 上海纪实人文,http://39.134.39.39/PLTV/88888888/224/3221226174/index.m3u8
上海 Ⅰ 上海纪实人文,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8
上海 Ⅰ 上海游戏风云,http://39.134.39.39/PLTV/88888888/224/3221226187/index.m3u8
上海 Ⅰ 上海游戏风云,http://39.134.39.39/PLTV/88888888/224/3221226337/index.m3u8
上海 Ⅰ 上海极速汽车,http://39.134.39.39/PLTV/88888888/224/3221226310/index.m3u8
上海 Ⅰ 上海哈哈炫动,http://183.207.255.190/live/program/live/hhxdhd/4000000/mnf.m3u8
上海 Ⅰ 上海欢笑剧场,http://39.134.39.38/PLTV/88888888/224/3221226203/index.m3u8
上海 Ⅰ 上海点掌财经,http://cclive2.aniu.tv/live/anzb.m3u8
上海 Ⅰ 上海购物,http://ocj2.kksmg.com/ocj2/ocj2.m3u8
上海 Ⅰ 上海生活,http://183.207.255.188/live/program/live/shsshd/4000000/mnf.m3u8
广东 Ⅰ 广东体育,http://116.199.5.52:8114/hls/Fsv_chan_hls_se_idx=08&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=0&Pcontent_id=8114.m3u8
广东 Ⅰ 广东珠江,http://116.199.5.52:8114/hls/Fsv_chan_hls_se_idx=079&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=0&Pcontent_id=8114.m3u8
广东 Ⅰ 深圳公共频道,http://ye23.win/iptv/sztv.php?id=4
广东 Ⅰ 深圳财经生活,http://ye23.win/iptv/sztv.php?id=5
广东 Ⅰ 深圳少儿频道,http://ye23.win/iptv/sztv.php?id=7
广东 Ⅰ 深圳蛇口,http://218.17.99.211:5080/livestream/ttsw6ccn.flv
广东 Ⅰ 深圳蛇口,http://218.17.99.211:5080/hls/ttsw6ccn.m3u8
广东 Ⅰ 生活,http://hls-ott-zhibo.wasu.tv/live/452/index.m3u8
广东 Ⅰ 佛山影视,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_yspd.m3u8
广东 Ⅰ 佛山公共,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_ggpd.m3u8
广东 Ⅰ 佛山综合,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_zhpd.m3u8
广东 Ⅰ 佛山顺德,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_sdpd.m3u8
广东 Ⅰ 佛山南海,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_nhpd.m3u8
广东 Ⅰ 潮安综合,http://chaoan.chaoantv.com:8278/live/chaoanzongyi.m3u8
广东 Ⅰ 潮安影视,http://chaoan.chaoantv.com:8278/live/chaoanyingshi.m3u8
福建 Ⅰ 龙岩综合,http://live.lytv.net.cn/zhpwd/hd/live.m3u8
福建 Ⅰ 龙岩公共,http://live.lytv.net.cn/ggpd/sd/live.m3u8
福建 Ⅰ 平潭综合,http://31191.hlsplay.aodianyun.com/tv_radio_31191/tv_channel_907.m3u8
福建 Ⅰ 平潭文旅,http://31191.hlsplay.aodianyun.com/tv_radio_31191/tv_channel_908.m3u8
浙江 Ⅰ 浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel06/720p.m3u8
浙江 Ⅰ 浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
浙江 Ⅰ 浙江影视娱乐,http://hw-m-l.cztv.com/channels/lantian/channel05/720p.m3u8
浙江 Ⅰ 浙江影视娱乐,http://yd-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8
浙江 Ⅰ 浙江教科影视,http://hw-m-l.cztv.com/channels/lantian/channel04/720p.m3u8
浙江 Ⅰ 浙江教科影视,http://yd-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
浙江 Ⅰ 浙江少儿频道,http://hw-m-l.cztv.com/channels/lantian/channel08/720p.m3u8
浙江 Ⅰ 浙江少儿频道,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8
浙江 Ⅰ 浙江公共新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/720p.m3u8
浙江 Ⅰ 浙江公共新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
浙江 Ⅰ 浙江国际频道,http://hw-m-l.cztv.com/channels/lantian/channel10/720p.m3u8
浙江 Ⅰ 浙江国际频道,http://hw-m-l.cztv.com/channels/lantian/channel10/1080p.m3u8
浙江 Ⅰ 浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel02/720p.m3u8
浙江 Ⅰ 浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8
浙江 Ⅰ 浙江经视频道,http://hw-m-l.cztv.com/channels/lantian/channel03/720p.m3u8
浙江 Ⅰ 浙江经视频道,http://yd-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8
浙江 Ⅰ 浙江留学世界,http://hw-m-l.cztv.com/channels/lantian/channel09/720p.m3u8
浙江 Ⅰ 浙江留学世界,http://hw-m-l.cztv.com/channels/lantian/channel09/1080p.m3u8
浙江 Ⅰ 舟山新闻综合,http://live.wifizs.cn/xwzh/sd/live.m3u8
浙江 Ⅰ 舟山普陀,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
浙江 Ⅰ 柯桥综合台,http://live.scbtv.cn/hls/news/index.m3u8
浙江 Ⅰ 柯桥时尚台,http://live.scbtv.cn/hls/qfc/index.m3u8
浙江 Ⅰ 萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
浙江 Ⅰ 萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
浙江 Ⅰ 新昌新闻综合,http://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
浙江 Ⅰ 新昌休闲影视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
江苏 Ⅰ 江苏教育,http://183.207.248.13:80/PLTV/4/224/3221225923/index.m3u8
江苏 Ⅰ 江苏教育,http://183.207.249.11:80/PLTV/4/224/3221225923/index.m3u8
江苏 Ⅰ 江苏公共,http://183.207.249.11:80/PLTV/4/224/3221225925/index.m3u8
江苏 Ⅰ 江苏城市,http://183.207.248.13:80/PLTV/4/224/3221225929/index.m3u8
江苏 Ⅰ 江苏综艺,http://183.207.249.11:80/PLTV/4/224/3221225931/index.m3u8
江苏 Ⅰ 江苏体育,http://183.207.249.11:80/PLTV/4/224/3221225935/index.m3u8
江苏 Ⅰ 江苏影视,http://183.207.248.13:80/PLTV/4/224/3221225937/index.m3u8
江苏 Ⅰ 江苏影视,http://183.207.249.11:80/PLTV/4/224/3221225937/index.m3u8
江苏 Ⅰ 南京教科,http://live.nbs.cn/channels/njtv/jkpd/m3u8:500k/live.m3u8
江苏 Ⅰ 南京信息,http://live.nbs.cn/channels/njtv/xxpd/m3u8:500k/live.m3u8
江苏 Ⅰ 徐州·1,http://223.110.245.165/ott.js.chinamobile.com/PLTV/3/224/3221225945/index.m3u8
